OP,filename,slice,cell_ch,cell_ID,day,treatment,hrs_incubation,repatch,hrs_after_OP,Rs,Rin,resting_potential,max_spikes,Rheobase,AP_heigth,TH,max_depol,max_repol,membra_time_constant_tau,capacitance,comments,rheo_ramp,AP_halfwidth,Rheobse_ramp,Unnamed: 27,rheos_ramp,comment, ,high K concentration,RMP_from_char
OP240201,24201054.abf,S2_D2,2,24201S2_D2c2,D2,Ctrl,20,no,30.65472222,11.67200895,49.84756524,-71.81396484,15,400,72.35107422,-34.94262695,233.1542969,-42.96875,17.55,579.1323263,19,,1.383787642,845.0981699,,,,,8 mM,-61.2813443
OP240201,24201061.abf,S2_D2,5,24201S2c5,D2,Ctrl,20,yes,30.92805556,12.07808701,52.6048311,-69.85473633,28,250,78.61328125,-29.09545898,315.3076172,-59.81445313,18.1,335.2746184,,,1.079190003,482.5360845,,,,,8 mM,-59.48113358
OP240201,24201067.abf,S2_D2,7,24201S2_D2c7,D2,Ctrl,20,no,31.16416667,13.69269489,76.25239644,-66.11938477,37,150,78.03344727,-29.44335938,311.5234375,-89.35546875,15.6,228.4096515,24,,0.785888373,345.5515184,,,,,8 mM,-60.74756653
OP240201,24201067.abf,S2_D2,8,24201S2_D2c8,D2,Ctrl,20,no,31.16416667,27.10348399,73.51481375,-50.63476563,20,250,71.63085938,-30.60302734,243.7744141,-73.12011719,13.7,318.3841135,25,,0.862896929,221.8,,,,,8 mM,-63.22924316
OP230523,23523004.abf,S1,2,23523S1c2,D1,TTX,0,yes,9.898888889,20.81798156,103.8518342,-78.0456543,27,50,88.59863281,-42.97485352,356.6894531,-77.63671875,22.65,282.8487805,1,272.7990933,0.98362592,,,,,,8 mM,-63.42125
OP230523,23523004.abf,S1,5,23523S1c5,D1,TTX,0,no,9.898888889,9.56637439,47.13365556,-68.78662109,14,250,75.26245117,-35.09521484,277.0996094,-41.74804688,20.75,441.5168831,4; exclude; Rs_end > 30,234.4578153,1.554472238,,,,,,8 mM,-59.42656448
OP230523,23523019.abf,S2,1,23523S2c1,D1,high K,0,yes,11.8525,8.142448139,57.91255603,-77.56347656,22,150,87.84179688,-33.63037109,355.7128906,-81.29882813,21.4,406.9850261,7,582.2594086,0.971428335,,,,,,8 mM,-61.88291519
OP230523,23523019.abf,S2,2,23523S2c2,D1,high K,0,no,11.8525,9.576217971,38.98938136,-74.63989258,26,200,91.25976563,-35.08911133,439.5751953,-85.44921875,18,428.9629091,8,692.4830828,0.910550903,,,,,,8 mM,-60.56503387
OP230523,23523019.abf,S2,4,23523S2c4,D1,high K,0,no,11.8525,7.461637482,31.44098717,-71.62475586,24,250,78.61328125,-41.41235352,307.8613281,-65.55175781,24.4,682.7832622,10,816.6872229,1.142525315,,,,,,8 mM,-62.18422775
OP230523,23523019.abf,S2,7,23523S2c7,D1,high K,0,yes,11.8525,17.02795599,103.6896391,-76.83105469,31,-300,82.44628906,-38.83056641,357.1777344,-67.74902344,31.2,368.950415,12,363.5521184,1.038446744,,,,,,8 mM,-59.48517334
OP230523,23523019.abf,S2,8,23523S2c8,D1,high K,0,no,11.8525,11.05007298,69.02407708,-74.609375,28,50,85.89477539,-39.2578125,336.7919922,-81.42089844,25.45,375.3130513,13; exclude; Rs_end > 30,428.5342845,0.945738534,,,,,,8 mM,-54.57881302
OP230523,23523033.abf,S3,2,23523S3c2,D1,Ctrl,0,yes,13.27361111,8.054329516,43.44103325,-75.16479492,22,200,83.30078125,-31.1340332,347.9003906,-72.38769531,16.15,349.3090429,15,651.3517117,1.07139335,,,,,,8 mM,-61.0537587
OP230523,23523033.abf,S3,4,23523S3c4,D1,Ctrl,0,yes,13.27361111,7.980269631,31.36225137,-71.55151367,20,300,90.12451172,-36.6394043,433.4716797,-68.359375,16.8,562.3109295,17,883.889463,1.116643714,,,,,,8 mM,-63.88380417
OP230523,23523033.abf,S3,8,23523S3c8,D1,Ctrl,0,yes,13.27361111,9.536930828,67.59967925,-79.44946289,24,150,85.33935547,-35.7421875,355.5908203,-80.078125,21.55,320.6859219,21,475.8758625,0.946046005,,,,,,8 mM,-60.85445969
OP211209,21d10002.abf,S1,5,21d10S1c5,D1,high K,0,no,11.50583333,8.43572654,55.83052432,-75.5065918,20,200,85.11352539,-39.61791992,340.2099609,-95.94726563,15.2,250.1625314,,,0.856530059,,,,,,15 mM,-63.21465912
OP211209,21d10002.abf,S1,7,21d10S1c7,D1,high K,0,no,11.50583333,8.678473917,48.76631171,-79.15649414,21,200,91.30249023,-38.42163086,422.9736328,-96.55761719,12.4,247.3056604,,,0.834677874,,,,,,15 mM,-63.77433594
OP211209,21d10002.abf,S1,8,21d10S1c8,D1,high K,0,no,11.50583333,10.52287748,209.0864877,-65.86303711,47,50,86.42578125,-38.0859375,305.6640625,-97.29003906,18.85,118.7383314,,,0.791526052,,,,,,15 mM,-59.77544846
OP211209,21d10010.abf,S2,5,21d10S2c5,D1,Ctrl,0,no,13.29888889,9.959714493,58.55580093,-71.98486328,25,150,84.75952148,-32.80029297,297.7294922,-69.58007813,17.65,273.7128254,,,1.020502952,,,,,,15 mM,-57.84879105
OP211209,21d10010.abf,S2,6,21d10S2c6,D1,Ctrl,0,no,13.29888889,20.05491793,92.2475973,-70.3125,38,-300,73.97460938,-48.24829102,198.9746094,-75.68359375,26,256.6168675,,,0.903698941,,,,,,15 mM,-55.47584076
OP211209,21d10010.abf,S2,8,21d10S2c8,D1,Ctrl,0,no,13.29888889,14.47028099,166.8789159,-67.96264648,34,50,83.19091797,-36.1328125,302.1240234,-72.63183594,20.75,152.6231201,,,0.966102219,,,,,,15 mM,-59.10138168
OP211209,21d10017.abf,S3,5,21d10S3c5,D1,TTX,0,no,15.17694444,6.423325674,43.69179197,-75.50048828,35,250,79.12597656,-32.63549805,276.9775391,-70.92285156,16.15,309.2946815,,,1.003666938,,,,,,15 mM,-59.35357269
OP211209,21d10017.abf,S3,7,21d10S3c7,D1,TTX,0,no,15.17694444,8.161538435,37.49641296,-50.26855469,27,250,77.12402344,-33.67919922,231.5673828,-81.29882813,15.3,380.3872534,,,0.896000758,,,,,,15 mM,-57.0918515
OP211209,21d10017.abf,S3,8,21d10S3c8,D1,TTX,0,no,15.17694444,10.72496566,134.6700001,-58.02001953,33,50,84.25292969,-38.79394531,271.9726563,-83.0078125,15.65,125.0473543,,,0.921350286,,,,,,15 mM,-55.01094894
OP211209,21d10024.abf,S4,2,21d10S4c2,D1,TTX,0,no,16.86083333,8.478921351,63.10909076,-69.87304688,40,200,83.3984375,-35.22949219,256.4697266,-86.54785156,18.4,235.8424408,,,0.875158719,,,,,,15 mM,-62.90255936
OP211209,21d10024.abf,S4,3,21d10S4c3,D1,TTX,0,yes,16.86083333,6.847137146,25.61543647,-68.68286133,24,350,89.41040039,-38.57421875,402.8320313,-70.67871094,13.2,513.7026128,,,1.0907886,,,,,,15 mM,-62.99971313
OP211209,21d10024.abf,S4,4,21d10S4c4,D1,TTX,0,no,16.86083333,11.43787597,70.48390449,-72.41821289,45,150,84.57641602,-39.23339844,272.2167969,-85.69335938,17.7,252.5004789,,,0.888858053,,,,,,15 mM,-62.05386581
OP211209,21d10024.abf,S4,5,21d10S4c5,D1,TTX,0,no,16.86083333,6.647148777,35.55886975,-71.51489258,23,150,84.53979492,-37.1887207,360.5957031,-77.39257813,29.65,584.5795427,,,0.963097328,,,,,,15 mM,-58.30245193
OP211209,21d10024.abf,S4,6,21d10S4c6,D1,TTX,0,no,16.86083333,8.442177704,43.11814899,-75.85449219,31,250,82.69042969,-37.24365234,220.0927734,-74.82910156,17.05,354.052218,,,0.988511271,,,,,,15 mM,-64.81771149
OP211209,21d10024.abf,S4,7,21d10S4c7,D1,TTX,0,no,16.86083333,7.449245635,41.67053868,-73.89526367,27,250,87.59155273,-35.05249023,331.5429688,-68.60351563,13.6,320.8385889,,,1.096537811,,,,,,15 mM,-65.3482486
OP211209,21d10024.abf,S4,8,21d10S4c8,D1,TTX,0,no,16.86083333,9.561624237,92.74219702,-69.61669922,28,100,89.44091797,-39.41040039,297.8515625,-79.58984375,15,204.7147022,,,0.986719179,,,,,,15 mM,-60.10773666
OP211209,21d10033.abf,S5,1,21d10S5c1,D1,high K,0,yes,18.54833333,7.811923414,36.90389115,-68.78662109,22,300,88.58642578,-34.97924805,367.3095703,-80.68847656,14.85,361.7879554,,,0.95847288,,,,,,15 mM,-62.18035385
OP211209,21d10033.abf,S5,2,21d10S5c2,D1,high K,0,no,18.54833333,8.199848817,48.83822766,-72.93701172,23,200,78.41186523,-29.42504883,225.4638672,-63.11035156,20.1,358.149429,,,1.095961539,,,,,,15 mM,-60.74420547
OP211209,21d10033.abf,S5,4,21d10S5c4,D1,high K,0,yes,18.54833333,19.51643038,47.01012001,-71.66137695,28,200,79.90112305,-40.39306641,246.2158203,-60.18066406,23.95,784.7936,,,1.173126203,,,,,,15 mM,-63.47950897
OP211209,21d10033.abf,S5,8,21d10S5c8,D1,high K,0,yes,18.54833333,8.759160745,91.03561663,-74.60327148,36,100,87.7746582,-36.75537109,277.8320313,-82.15332031,18.7,217.5227547,,,0.951924975,,,,,,15 mM,-61.29882507
OP211209,21d10043.abf,S1_D2,3,21d10S1_D2c3,D2,high K,18,no,30.52,12.46411919,80.59900233,-68.37768555,29,200,70.65429688,-32.04345703,204.8339844,-81.90917969,21.8,267.6442113,,,0.862808404,,,,,,15 mM,-57.73243149
OP211209,21d10043.abf,S1_D2,5,21d10S1_D2c5,D2,high K,18,no,30.52,9.991316294,67.3526551,-75.22583008,19,250,72.97973633,-29.01000977,269.8974609,-69.58007813,21.65,292.6679868,,,0.91356659,,,,,,15 mM,-61.07623215
OP211209,21d10043.abf,S1_D2,7,21d10S1_D2c7,D2,high K,18,no,30.52,10.24808552,100.0589208,-54.89501953,32,150,76.14135742,-35.25390625,217.4072266,-66.52832031,25.5,214.417244,,,1.003594988,,,,,,15 mM,-60.75667877
OP211209,21d10050.abf,S2_D2,3,21d10S2_D2c3,D2,Ctrl,18,no,32.85888889,9.561012032,40.38834816,-74.83520508,25,150,83.6730957,-40.96679688,244.3847656,-65.18554688,19.15,300.9626859,,,1.165189312,,,,,,15 mM,-58.31745102
OP211209,21d10050.abf,S2_D2,8,21d10S2_D2c8,D2,Ctrl,18,no,32.85888889,15.32648948,144.0754068,-66.65039063,29,100,75.40283203,-33.94165039,191.2841797,-61.27929688,20.4,158.0300709,,,1.06437926,,,,,,15 mM,-55.53968887
OP211209,21d10055.abf,S3_D2,2,21d10S3_D2c2,D2,TTX,18,no,34.725,7.868088358,80.58351523,-79.84313965,18,250,63.61694336,-23.828125,179.5654297,-57.86132813,18.45,279.3759704,,,0.955020815,,,,,,15 mM,-61.64818573
OP211209,21d11059.abf,S4_D2,3,21d10S4c3,D2,TTX,18,yes,37.0275,6.706267475,27.10035777,-68.9453125,6,600,73.1262207,-31.06079102,249.5117188,-39.0625,12.3,595.3418021,,,1.529400253,,,,,,15 mM,-63.14260803
OP211209,21d11059.abf,S4_D2,8,21d11S4_D2c8,D2,TTX,18,no,37.0275,8.15357475,48.82977763,-75.34790039,27,200,77.35595703,-30.10253906,226.1962891,-54.80957031,16.25,345.5418559,,,1.222325586,,,,,,15 mM,-61.48587662
OP211209,21d11065.abf,S5_D2,1,21d10S5c1,D2,high K,18,yes,38.62972222,17.54360853,31.32344949,-65.06347656,22,450,76.32446289,-32.39135742,312.8662109,-65.67382813,14,436.490961,,,0.976828717,,,,,,15 mM,-67.92901184
OP211209,21d11065.abf,S5_D2,5,21d10S5c4,D2,high K,18,yes,38.62972222,5.770413156,29.26141299,-70.39794922,16,450,70.56884766,-27.0690918,248.2910156,-46.99707031,17.2,510.515942,,,1.32185427,,,,,,15 mM,-61.44616989
OP211209,21d11065.abf,S5_D2,7,21d10S5c8,D2,high K,18,yes,38.62972222,12.48624848,59.75820855,-71.04492188,34,200,76.5625,-30.59082031,260.9863281,-65.4296875,18.45,252.3245409,,,1.004749086,,,,,,15 mM,-63.26979126
OP231123,23n23004.abf,S1,1,23n23S1c1,D1,Ctrl,0,no,9.935555556,7.385476161,58.31092722,-71.02050781,34,150,80.08422852,-34.46044922,333.8623047,-72.02148438,25.6,359.2551606,0,,0.948385447,496.6665556,,,,,8 mM,-57.68329117
OP231123,23n23004.abf,S1,4,23n23S1c4,D1,Ctrl,0,no,9.935555556,22.68089321,77.7152084,-72.88818359,34,50,87.9699707,-42.62084961,370.8496094,-89.11132813,27.2,444.977334,2,,0.860672277,365.7121904,,,,,8 mM,-61.50239609
OP231123,23n23004.abf,S1,5,23n23S1c5,D1,Ctrl,0,no,9.935555556,13.71665631,55.07116494,-61.71264648,28,100,87.86010742,-40.9362793,406.25,-87.76855469,23.35,518.0316858,3,,0.914596589,197.6165872,,,,,8 mM,-60.91175919
OP231123,23n23004.abf,S1,8,23n23S1c8,D1,Ctrl,0,no,9.935555556,9.160818923,94.36786612,-72.66845703,32,100,83.63647461,-35.13793945,314.5751953,-79.95605469,24,261.5337546,5,,0.932714846,262.2087403,,,,,8 mM,-60.18246964
OP231123,23n23016.abf,S2,4,23n23S2c4,D1,high K,0,no,11.95777778,7.894233982,173.8261386,-77.13012695,46,100,81.90307617,-35.77270508,334.1064453,-73.36425781,23.9,196.4764676,7,,0.89973391,240.2780093,,,,,8 mM,-58.19835022
OP231123,23n23016.abf,S2,5,23n23S2c5,D1,high K,0,no,11.95777778,6.416594228,55.15976306,-73.10791016,29,100,88.72680664,-40.13061523,402.4658203,-75.43945313,20.75,399.3750367,8,,1.010076404,415.6938565,,,,,8 mM,-62.93654877
OP231123,23n23040.abf,S1_D2,5,23n23S1_D2c5,D2,Ctrl,19,no,30.38972222,7.332411204,64.22776109,-71.78955078,25,150,88.5925293,-34.14306641,433.59375,-75.43945313,19.9,350.7709521,14,,0.968032323,403.1234374,,,,,8 mM,-60.4344017
OP231123,23n23040.abf,S1_D2,8,23n23S1_D2c8,D2,Ctrl,19,no,30.38972222,9.495077355,140.6327013,-82.31811523,19,200,71.33789063,-33.22753906,234.4970703,-67.74902344,13.7,226.6136295,16,,0.977783695,244.7481583,,,,,8 mM,-57.24612091
OP231123,23n23049.abf,S2_D2,2,23n23S2_D2c2,D2,high K,19,no,31.71361111,5.938039705,63.2568905,-75.4699707,37,200,79.68139648,-37.3046875,297.9736328,-75.68359375,16.65,271.7067729,18; exclude; Rs_end > 30,,0.950352873,523.5174506,,,,,8 mM,-60.3600975
OP231123,23n23049.abf,S2_D2,5,23n23S2_D2c5,D2,high K,19,no,31.71361111,6.369858688,48.70777117,-75.79956055,22,200,83.64257813,-34.97314453,407.9589844,-82.64160156,19.9,359.6708218,20,,0.859003878,562.3387446,,,,,8 mM,-60.70497925
OP231123,23n23049.abf,S2_D2,7,23n23S2_D2c7,D2,high K,19,no,31.71361111,7.172977536,45.23349945,-71.06323242,24,150,87.48168945,-35.63842773,447.7539063,-79.1015625,16.55,376.0821082,21,,0.896085467,527.8975966,,,,,8 mM,-60.87491974
OP230808,23808003.abf,S1,1,23808S1c1,D1,TTX,0,no,8.163333333,12.61672829,61.25931473,-80.11779785,21,150,89.3371582,-39.32495117,476.3183594,-84.47265625,21.1,411.3056514,0; exclude; Rs_end > 30,635.0911697,0.888104544,,,,,,8 mM,-63.12465881
OP230808,23808003.abf,S1,2,23808S1c2,D1,TTX,0,no,8.163333333,9.131297415,58.66048767,-80.29785156,22,150,90.56396484,-37.87841797,437.3779297,-81.17675781,25.85,492.1864033,1,702.9234308,0.938416634,,,,,,8 mM,-61.38620529
OP230808,23808003.abf,S1,3,23808S1c3,D1,TTX,0,no,8.163333333,11.8307557,50.36227256,-73.46191406,17,200,85.49804688,-39.3737793,369.7509766,-71.16699219,27.5,683.1842305,2,625.4908497,1.060314711,,,,,,8 mM,-59.71858475
OP230808,23808003.abf,S1,6,23808S1c6,D1,TTX,0,no,8.163333333,10.39475376,106.0826492,-83.30078125,1664,-300,71.08154297,-15.05737305,237.4267578,-69.70214844,13.05,98.94086071,5,,1.025354282,,,,,,8 mM,-32.68441467
OP230808,23808003.abf,S1,8,23808S1c8,D1,TTX,0,no,8.163333333,9.152405498,62.30493792,-80.56640625,24,150,86.15722656,-38.14697266,392.3339844,-93.87207031,25.7,491.9028037,7,721.5840528,0.820988123,,,,,,8 mM,-61.77982468
OP230808,23808016.abf,S2,2,23808S2c2,D1,high K,0,yes,9.599722222,12.54916517,39.81919675,-79.65087891,21,150,91.3269043,-41.07055664,424.3164063,-66.52832031,22.6,463.1374609,8,745.7648588,1.045329649,,,,,,8 mM,-63.82646912
OP230808,23808016.abf,S2,4,23808S2c4,D1,high K,0,no,9.599722222,10.27881458,35.03494688,-74.06005859,17,150,89.37988281,-40.41748047,392.7001953,-74.09667969,18.45,449.4941264,10,783.8361279,0.998549462,,,,,,8 mM,-60.1835907
OP230808,23808016.abf,S2,6,23808S2c6,D1,high K,0,no,9.599722222,8.429124441,35.51137292,-78.50341797,22,200,91.18041992,-41.3269043,411.8652344,-74.34082031,20.35,499.4972285,12,707.7835928,1.011116384,,,,,,8 mM,-63.75493134
OP230808,23808016.abf,S2,7,23808S2c7,D1,high K,0,no,9.599722222,17.32489001,51.99144137,-74.74975586,17,150,88.82446289,-41.55883789,392.3339844,-67.99316406,29.4,593.5792976,13,552.8884296,1.06063396,,,,,,8 mM,-64.07546417
OP230808,23808016.abf,S2,8,23808S2c8,D1,high K,0,yes,9.599722222,7.826529285,38.6927171,-74.5300293,23,150,88.03710938,-39.41040039,352.0507813,-69.94628906,22.6,532.3916607,14,691.6430548,1.054541814,,,,,,8 mM,-62.34673767
OP230808,23808030.abf,S3,1,23808S3c1,D1,Ctrl,0,no,10.92722222,10.50058477,64.13097997,-82.65380859,21,50,84.56420898,-39.54467773,291.9921875,-82.88574219,31.65,460.5271758,15,650.4516817,0.904627918,,,,,,8 mM,-60.33710159
OP230808,23808030.abf,S3,3,23808S3c3,D1,Ctrl,0,no,10.92722222,12.46878469,75.67539078,-83.21533203,21,50,86.2121582,-40.72265625,340.5761719,-72.75390625,31.7,408.3119497,16,565.6388546,1.0094401,,,,,,8 mM,-59.5631015
OP230808,23808030.abf,S3,4,23808S3c4,D1,Ctrl,0,no,10.92722222,18.59292205,78.30694372,-74.73754883,17,-300,82.54394531,-46.00219727,313.7207031,-72.75390625,38.2,603.5378978,17,410.1136705,1.03353115,,,,,,8 mM,-60.57568039
OP230808,23808030.abf,S3,5,23808S3c5,D1,Ctrl,0,no,10.92722222,7.88960956,60.04895348,-80.54199219,19,100,90.21606445,-39.6484375,397.9492188,-74.58496094,26.7,479.9262754,18,605.0301677,1.073589231,,,,,,8 mM,-61.89890442
OP230808,23808030.abf,S3,6,23808S3c6,D1,Ctrl,0,no,10.92722222,8.038596046,51.14812827,-78.36303711,16,100,87.65869141,-40.10620117,337.5244141,-71.53320313,27.9,567.4905028,19,679.8526618,1.078288991,,,,,,8 mM,-60.36881439
OP230808,23808030.abf,S3,8,23808S3c8,D1,Ctrl,0,no,10.92722222,8.565213353,61.80074835,-80.23681641,18,100,86.65161133,-41.55273438,325.5615234,-69.09179688,25.8,414.2157766,20,497.8065936,1.12020915,,,,,,8 mM,-61.09218033
OP230808,23808038.abf,S4,2,23808S4c2,D1,TTX,0,no,23.75972222,10.98041979,80.21198241,-80.12695313,16,150,87.78076172,-38.28125,352.2949219,-77.88085938,26.05,436.1810935,21,531.4377146,0.996185821,,,,,,8 mM,-63.04910965
OP230808,23808038.abf,S4,4,23808S4c4,D1,TTX,0,no,23.75972222,10.08791051,86.29501911,-76.14746094,17,100,85.52856445,-38.18969727,333.0078125,-74.95117188,23.2,368.3224806,23,400.5133504,1.032756149,,,,,,8 mM,-61.9985498
OP230808,23808038.abf,S4,5,23808S4c5,D1,TTX,0,yes,23.75972222,8.731586121,63.94811293,-81.04858398,15,150,88.72680664,-38.56811523,374.0234375,-73.12011719,29.65,574.2146572,24,656.1518717,1.093037518,,,,,,8 mM,-61.99093338
OP230808,23808046.abf,S5,1,23808S5c1,D1,Ctrl,0,no,24.79277778,7.618060495,46.22288171,-66.62597656,29,500,79.82177734,-35.47973633,329.2236328,-59.44824219,14.2,417.6890485,26,540.9180306,1.071890005,,,,,,8 mM,-62.24109924
OP230808,23808046.abf,S5,2,23808S5c2,D1,Ctrl,0,no,24.79277778,17.19904485,75.89440972,-73.16894531,21,200,84.89379883,-37.45117188,401.9775391,-74.58496094,15.75,348.242915,27,337.3612454,0.9421223,,,,,,8 mM,-62.08622925
OP230808,23808046.abf,S5,4,23808S5c4,D1,Ctrl,0,no,24.79277778,8.488247607,52.49446801,-74.8840332,23,250,88.89770508,-37.53662109,437.0117188,-64.20898438,15.95,493.5312559,28,513.5571186,1.143392566,,,,,,8 mM,-65.06136215
OP230808,23808046.abf,S5,7,23808S5c7,D1,Ctrl,0,no,24.79277778,8.503564905,63.10709554,-76.55029297,22,250,89.67285156,-37.64648438,401.4892578,-68.84765625,19.4,471.5869436,30,504.0168006,1.042973595,,,,,,8 mM,-65.13873688
OP230808,23808055.abf,S6,2,23808S6c2,D1,high K,0,yes,26.92027778,8.334968781,79.12469902,-79.67529297,25,150,87.5,-37.27416992,316.0400391,-88.37890625,24.95,346.7182358,32,506.7168906,0.879915703,,,,,,8 mM,-59.53879135
OP230808,23808055.abf,S6,4,23808S6c4,D1,high K,0,yes,26.92027778,8.558555913,66.21168608,-81.59179688,15,150,87.21313477,-37.41455078,358.1542969,-78.00292969,25.8,430.8941896,34,672.2924097,1.007731375,,,,,,8 mM,-60.77840912
OP230808,23808055.abf,S6,6,23808S6c6,D1,high K,0,no,26.92027778,7.60856527,81.35938456,-80.96923828,19,100,90.67993164,-39.63012695,351.8066406,-74.34082031,31.15,445.5360978,36,500.2966766,1.077461204,,,,,,8 mM,-58.33286499
OP230808,23808083.abf,S1_D2,2,23808S1_D2c2,D2,TTX,25,no,33.29638889,8.084762148,80.84846091,-77.23999023,11,150,70.95336914,-30.95703125,259.0332031,-52.97851563,33.6,452.1580287,56,487.8462615,1.248623118,,,,,,8 mM,-59.99172531
OP230808,23808083.abf,S1_D2,6,23808S1_D2c6,D2,TTX,25,no,33.29638889,15.07402073,98.16848358,-62.90893555,3,250,44.58007813,-22.21679688,73.48632813,-17.21191406,38.75,503.0744849,58,,2.318326095,,,,,,8 mM,-60.12519958
OP230808,23808083.abf,S1_D2,7,23808S1_D2c7,D2,TTX,25,no,33.29638889,11.4377309,142.8314949,-72.10083008,6,100,63.63525391,-33.38012695,184.3261719,-31.49414063,30.55,312.9297906,59,189.8763292,1.956534702,,,,,,8 mM,-62.28236816
OP230808,23808091.abf,S2_D2,1,23808S2c2,D2,high K,25,yes,34.21527778,11.61188763,40.55157565,-67.82226563,14,250,86.59667969,-38.32397461,420.6542969,-68.359375,20.3,517.6578988,61,481.8160605,1.323131827,,,,,,8 mM,-59.6189299
OP230808,23808091.abf,S2_D2,2,23808S2c8,D2,high K,25,yes,34.21527778,9.628695708,38.51179182,-76.57470703,13,200,86.27319336,-35.96191406,349.9755859,-75.31738281,18.75,459.5362752,62,842.3980799,1.079390253,,,,,,8 mM,-59.88091431
OP230808,23808096.abf,S2_D2,4,23808S2_D2c4,D2,high K,25,no,34.48722222,7.120426363,48.10478478,-62.90893555,20,300,83.89282227,-37.93334961,367.6757813,-104.8583984,16.65,454.656,64,407.8635955,0.742292473,,,,,,8 mM,-61.37891403
OP230808,23808096.abf,S2_D2,7,23808S2_D2c7,D2,high K,25,no,34.48722222,7.118036377,48.02908089,-78.93066406,12,200,83.75854492,-35.62011719,387.0849609,-79.71191406,24.5,502.7025673,66,741.5047168,0.901209983,,,,,,8 mM,-62.0711113
OP230808,23808105.abf,S3_D2,2,23808S3_D2c2,D2,Ctrl,25,no,35.75638889,8.11929593,55.1986248,-77.72827148,9,250,75.13427734,-38.09204102,261.2304688,-58.47167969,24.65,488.0551057,69,605.5101837,1.122261401,,,,,,8 mM,-59.79965714
OP230808,23808105.abf,S3_D2,4,23808S3_D2c4,D2,Ctrl,25,no,35.75638889,6.933973943,39.73174516,-58.4777832,7,250,75.1159668,-32.93457031,264.1601563,-50.65917969,19.35,525.7552239,70,292.0897363,1.416427238,,,,,,8 mM,-54.16771835
OP230808,23808105.abf,S3_D2,6,23808S3_D2c6,D2,Ctrl,25,no,35.75638889,6.751788082,37.9897951,-79.13818359,13,150,87.48168945,-38.90991211,399.2919922,-66.77246094,26.8,591.7671159,72,791.4563819,1.056545381,,,,,,8 mM,-63.08751572
OP240321,24321004.abf,S1,1,24321S1c1,D1,high K,0,no,9.830277778,14.68695264,64.47039974,-49.51171875,15,200,64.97802734,-33.203125,171.1425781,-70.80078125,21.75,436.4384568,0,,0.937077429,55.32184406,,,,,8 mM,-60.1537262
OP240321,24321004.abf,S1,4,24321S1c4,D1,high K,0,no,9.830277778,10.03188268,60.08927934,-67.578125,34,200,81.55517578,-37.74414063,290.1611328,-80.93261719,20.45,328.322195,2,,0.906199841,326.3808794,,,,,8 mM,-59.26156143
OP240321,24321004.abf,S1,7,24321S1c7,D1,high K,0,no,9.830277778,8.999935019,53.27392018,-55.62744141,33,300,78.07617188,-33.96606445,273.8037109,-89.59960938,21.1,464.6537634,4,,0.806692721,108.6036201,,,,,8 mM,-60.33785324
OP240321,24321004.abf,S1,8,24321S1c8,D1,high K,0,no,9.830277778,8.687671673,51.21022987,-65.52124023,37,150,78.85742188,-35.36987305,256.3476563,-79.34570313,20.1,337.7624615,5,,0.919938703,310.1203373,,,,,8 mM,-57.74256592
OP240321,24321014.abf,S2,2,24321S2c2,D1,Ctrl,0,no,11.53027778,12.97679765,61.18784607,-69.88525391,20,100,86.13891602,-44.7265625,342.8955078,-79.83398438,22.65,409.6,7,,0.952535749,278.3492783,,,,,8 mM,-61.1739859
OP240321,24321014.abf,S2,4,24321S2c4,D1,Ctrl,0,no,11.53027778,7.632941391,32.88480792,-52.45361328,21,200,84.00878906,-36.78588867,403.4423828,-71.89941406,14.8,695.7911047,8,,1.063837531,324.5208174,,,,,8 mM,-63.14976883
OP240321,24321014.abf,S2,8,24321S2c8,D1,Ctrl,0,yes,11.53027778,21.40485393,49.62557662,-68.25561523,29,200,88.70849609,-38.72070313,383.4228516,-106.0791016,20.2,524.9116574,12,,0.81954569,388.4829494,,,,,8 mM,-61.90836395
OP240321,24321022.abf,S3,1,24321S3c1,D1,Ctrl,0,no,13.06416667,10.62223763,103.6932174,-61.92016602,32,150,72.10693359,-35.36376953,248.9013672,-84.71679688,19.35,209.5376074,13,,0.812288702,161.3753792,,,,,8 mM,-58.73948196
OP240321,24321022.abf,S3,3,24321S3c3,D1,Ctrl,0,no,13.06416667,6.946856511,53.02088922,-74.51171875,26,150,85.33935547,-36.29150391,372.8027344,-77.1484375,19.45,385.5641863,15,,0.927598011,552.1084036,,,,,8 mM,-59.7037056
OP240321,24321022.abf,S3,6,24321S3c6,D1,Ctrl,0,no,13.06416667,8.644345294,113.0677186,-80.44433594,40,100,82.91015625,-34.8449707,330.8105469,-93.13964844,19.55,196.5074847,18,,0.80391467,316.6305544,,,,,8 mM,-61.41717209
OP240321,24321022.abf,S3,7,24321S3c7,D1,Ctrl,0,no,13.06416667,8.810649087,83.3280164,-68.87817383,30,150,80.5847168,-36.85302734,272.5830078,-81.0546875,22.65,395.6264392,19,,0.937969456,339.9413314,,,,,8 mM,-59.20139679
OP240321,24321034.abf,S4,3,24321S4c3,D1,high K,0,no,14.44,12.76562276,54.90833548,-77.68554688,33,50,88.06762695,-45.08666992,348.1445313,-82.27539063,29.4,499.9373119,21,,0.914276019,617.4205807,,,,,8 mM,-61.18321259
