OP,filename,slice,cell_ch,cell_ID,day,treatment,hrs_incubation,repatch,hrs_after_OP,Rs,Rin,resting_potential,max_spikes,Rheobase,AP_heigth,TH,max_depol,max_repol,membra_time_constant_tau,capacitance,comments,rheo_ramp,AP_halfwidth,Rheobse_ramp,Unnamed: 27,rheos_ramp,comment, ,high K concentration,RMP_from_char
OP220228,22228012.abf,S2,1,22228S2c1,D1,TTX,0,yes,14.85305556,11.62368815,54.6410283,-73.61450195,48,100,91.76025391,-41.02172852,339.9658203,-99.85351563,18.9,259.8888796,5,,0.82525149,,,,,,15 mM,-58.62532791
OP220228,22228012.abf,S2,5,22228S2c5,D1,TTX,0,no,14.85305556,9.695520539,50.1463858,-57.25708008,40,150,86.54174805,-38.37280273,301.0253906,-98.99902344,21.4,528.0385542,8,,0.797740167,,,,,,15 mM,-60.16049988
OP220228,22228012.abf,S2,6,22228S2c6,D1,TTX,0,yes,14.85305556,10.38374782,31.59037865,-69.36035156,35,200,87.20703125,-35.85205078,247.1923828,-77.51464844,15.5,448.282436,9,,0.979333572,,,,,,15 mM,-60.06162994
OP220228,22228021.abf,S3,1,22228S3c1,D1,Ctrl,0,yes,16.45583333,12.59685025,48.80658018,-73.23608398,25,100,87.64648438,-36.98120117,308.3496094,-73.97460938,24.05,346.1003074,10,,0.987659218,,,,,,15 mM,-54.11123474
OP220228,22228021.abf,S3,2,22228S3c2,D1,Ctrl,0,no,16.45583333,15.41093987,79.95721124,-71.76513672,39,100,90.21606445,-42.63305664,283.3251953,-97.65625,14.65,171.6307472,11,,0.864059174,,,,,,15 mM,-58.95274002
OP220228,22228021.abf,S3,3,22228S3c3,D1,Ctrl,0,no,16.45583333,10.60749625,50.49957333,-72.90039063,41,100,97.15576172,-42.70629883,453.9794922,-80.078125,16.65,283.5692308,12,,0.97542911,,,,,,15 mM,-59.45195053
OP220228,22228021.abf,S3,5,22228S3c5,D1,Ctrl,0,no,16.45583333,11.25796831,53.66263697,-74.14550781,31,100,91.87011719,-38.70849609,354.4921875,-80.56640625,15.55,236.1178869,14,,0.959514409,,,,,,15 mM,-57.65140213
OP220228,22228021.abf,S3,6,22228S3c6,D1,Ctrl,0,yes,16.45583333,20.88184397,49.35850581,-72.76611328,32,100,86.78588867,-39.19067383,260.7421875,-69.70214844,19.75,420.7854356,15,,1.031004411,,,,,,15 mM,-61.28387939
OP220228,22228053.abf,S1_D2,7,22228S1c7,D2,high K,23,yes,36.27416667,8.278934792,43.51478731,-75.69580078,23,150,69.17114258,-25.81787109,213.2568359,-62.25585938,17.9,343.6128881,18,,0.991119539,,,,,,15 mM,-59.53292999
OP220228,22228060.abf,S2_D2,1,22228S2c1,D2,TTX,23,yes,38.13416667,11.22865818,46.87349573,-71.93603516,28,200,67.58422852,-30.20019531,191.2841797,-66.28417969,12.1,234.0571429,20,,0.950333453,,,,,,15 mM,-63.14255188
OP220228,22228063.abf,S2_D2,5,22228S2c6,D2,TTX,23,yes,38.60805556,7.026996492,27.35234819,-73.79760742,19,400,56.26220703,-23.34594727,133.6669922,-40.52734375,15.35,428.0755745,22,,1.284542472,,,,,,15 mM,-61.37136124
OP220228,22228063.abf,S2_D2,7,22228S2_D2c7,D2,TTX,23,no,38.60805556,7.01957903,35.54210958,-71.10595703,21,300,70.00732422,-25.9765625,253.6621094,-48.58398438,15.05,406.8963696,23,,1.198098799,,,,,,15 mM,-61.6124025
OP220228,22228070.abf,S3_D2,1,22228S3c1,D2,Ctrl,23,yes,40.96055556,6.6129101,35.81818408,-70.96557617,33,500,71.03271484,-27.27661133,207.3974609,-44.55566406,13.55,328.4071006,25,,1.365305654,,,,,,15 mM,-58.70795258
OP220228,22228070.abf,S3_D2,2,22228S3_D2c2,D2,Ctrl,23,no,40.96055556,8.828194156,31.56405404,-70.99609375,20,500,74.07836914,-30.36499023,238.0371094,-59.44824219,11.55,347.5393939,26,,1.025796648,,,,,,15 mM,-61.48842606
OP220228,22228070.abf,S3_D2,3,22228S3_D2c3,D2,Ctrl,23,no,40.96055556,10.93334579,39.04474103,-67.7734375,19,250,77.72216797,-33.56933594,293.9453125,-69.70214844,15.9,434.5381151,27,,0.927382519,,,,,,15 mM,-61.42417953
OP220228,22228070.abf,S3_D2,5,22228S3c6,D2,Ctrl,23,yes,40.96055556,7.185786002,30.06081623,-72.4609375,16,250,75.93383789,-26.99584961,272.4609375,-62.98828125,18.85,445.3329488,28,,0.975104163,,,,,,15 mM,-57.43344757
OP220228,22228070.abf,S3_D2,6,22228S3c7,D2,Ctrl,23,no,40.96055556,12.48911672,38.88908437,-62.32299805,20,250,80.45654297,-32.98339844,251.3427734,-82.15332031,18.8,392.3811465,29,,0.863327534,,,,,,15 mM,-63.55627686
OP220228,22228070.abf,S3_D2,7,22228S3_D2c7,D2,Ctrl,23,no,40.96055556,9.227520643,63.30278717,-69.68383789,32,150,83.72192383,-32.41577148,335.4492188,-71.65527344,13.3,216.285062,30,,0.995608196,,,,,,15 mM,-61.25755585
OP220217,22217003.abf,S1,1,22217S1c1,D1,Ctrl,0,yes,7.946944444,10.66103213,76.33388378,-73.3215332,36,150,77.08740234,-38.80004883,184.8144531,-87.890625,21.45,256.4296242,0,,0.868433288,,,,,,15 mM,-60.9327861
OP220217,22217003.abf,S1,2,22217S1c2,D1,Ctrl,0,no,7.946944444,15.45706138,135.9415142,-77.33764648,46,50,89.68505859,-42.85888672,267.3339844,-92.65136719,15.9,120.6882557,1,,0.870521903,,,,,,15 mM,-61.75159393
OP220217,22217003.abf,S1,4,22217S1c4,D1,Ctrl,0,no,7.946944444,6.557853653,12.7080964,-65.24047852,2,350,53.68652344,-43.20678711,153.6865234,-50.04882813,4.9,644.8321285,2,,0.94114543,,,,,,15 mM,-50.26898895
OP220217,22217003.abf,S1,6,22217S1c6,D1,Ctrl,0,no,7.946944444,11.55743483,64.77569698,-77.72827148,48,100,96.42944336,-42.55981445,307.7392578,-103.2714844,12.2,141.8125576,3,,0.869594237,,,,,,15 mM,-60.95539566
OP220217,22217003.abf,S1,7,22217S1c7,D1,Ctrl,0,yes,7.946944444,9.21264356,46.71863142,-69.3359375,28,150,97.99194336,-41.75415039,531.6162109,-79.58984375,11.2,205.7183857,4,,1.015076653,,,,,,15 mM,-59.42243454
OP220217,22217015.abf,S2,2,22217S2c2,D1,TTX,0,yes,10.37611111,15.7685395,142.7530632,-76.45263672,27,50,85.87036133,-48.2421875,202.2705078,-95.45898438,17.85,148.4540102,6,,0.915999554,,,,,,15 mM,-62.02317886
OP220217,22217015.abf,S2,6,22217S2c6,D1,TTX,0,yes,10.37611111,12.01298187,73.54153582,-74.78637695,33,150,73.08349609,-37.54882813,151.3671875,-74.21875,20,244.2638837,8,,0.951468494,,,,,,15 mM,-65.0912529
OP220217,22217015.abf,S2,8,22217S2c8,D1,TTX,0,no,10.37611111,12.80201688,104.4378439,-48.66333008,35,50,86.23657227,-46.24023438,254.5166016,-104.2480469,9.85,110.6875171,10,,0.802457594,,,,,,15 mM,-57.77001999
OP220217,22217019.abf,S3,3,22217S3c3,D1,high K,0,yes,11.88,18.26345881,61.36442233,-67.62695313,42,200,74.2980957,-31.21337891,237.4267578,-76.53808594,12,197.9939577,12,,0.860289833,,,,,,15 mM,-60.90937561
OP220217,22217019.abf,S3,4,22217S3c4,D1,high K,0,no,11.88,8.510487699,38.52877708,-73.65112305,34,450,71.29516602,-37.06054688,202.3925781,-67.26074219,11.85,328.5116751,13,,0.932318255,,,,,,15 mM,-64.75763992
OP220217,22217019.abf,S3,5,22217S3c5,D1,high K,0,yes,11.88,9.590587592,66.61975614,-74.38354492,31,150,77.08129883,-34.12475586,249.7558594,-87.890625,19.75,236.020423,14,,0.847901322,,,,,,15 mM,-59.38144348
OP220217,22217019.abf,S3,6,22217S3c6,D1,high K,0,no,11.88,8.861853193,63.94871696,-76.65405273,34,100,77.01416016,-36.27319336,189.6972656,-79.71191406,22.9,277.71547,15,,0.90259798,,,,,,15 mM,-58.14128174
OP220217,22217019.abf,S3,7,22217S3c7,D1,high K,0,no,11.88,22.37954071,69.42446686,-73.08959961,31,150,79.30908203,-37.25585938,253.6621094,-83.74023438,18.1,293.9052527,16,,0.8489795,,,,,,15 mM,-62.40558319
OP220217,22217019.abf,S3,8,22217S3c8,D1,high K,0,no,11.88,12.41443569,129.1635122,-75.31738281,32,50,87.05444336,-41.16821289,333.3740234,-101.6845703,15.7,121.1343537,17,,0.787790582,,,,,,15 mM,-57.22033875
OP220217,22218033.abf,S1_D2,1,22217S1c1,D2,Ctrl,22,yes,31.77861111,12.35506024,86.47702787,-67.32788086,35,50,67.86499023,-34.58862305,128.1738281,-43.33496094,18.55,428.664598,18,,1.511119857,,,,,,15 mM,-53.89203979
OP220217,22218037.abf,S1_D2,7,22217S1c7,D2,Ctrl,22,yes,32.17583333,10.94889104,38.39198751,-65.12451172,23,300,79.52880859,-36.15112305,242.9199219,-59.93652344,6.8,208.0507937,19,,1.187310344,,,,,,15 mM,-60.08079056
OP220217,22218041.abf,S1_D2,3,22218S1_D2c3,D2,Ctrl,22,no,32.48944444,10.79297264,127.5612942,-75.32958984,37,100,90.82641602,-43.32275391,383.1787109,-99.97558594,16.3,168.1203651,20,,0.805372503,,,,,,15 mM,-60.69753983
OP220217,22218041.abf,S1_D2,6,22218S1_D2c6,D2,Ctrl,22,no,32.48944444,9.274831342,57.53145112,-73.87695313,24,150,84.36279297,-36.90185547,300.4150391,-72.14355469,18.35,308.3552821,21,,1.0634956,,,,,,15 mM,-62.0959848
OP220217,22218041.abf,S1_D2,8,22218S1_D2c8,D2,Ctrl,22,no,32.48944444,12.62715842,101.8551684,-69.67773438,34,100,88.95263672,-40.48461914,382.0800781,-88.25683594,17.5,176.009822,22,,0.861675774,,,,,,15 mM,-59.82177673
OP220217,22218045.abf,S2_D2,2,22217S2c2,D2,TTX,22,yes,33.99166667,18.13155068,116.138566,-75.1159668,27,0,72.63793945,-38.71459961,188.3544922,-71.41113281,22.45,358.4998051,23,,0.959547275,,,,,,15 mM,-51.26950165
OP220217,22218050.abf,S2_D2,6,22217S2c6,D2,TTX,22,yes,34.21222222,15.88834982,133.2850322,-79.85229492,29,100,62.73803711,-32.48291016,143.4326172,-54.44335938,24.65,265.5263642,24,,1.067558287,,,,,,15 mM,-62.85704315
OP220217,22218054.abf,S2_D2,7,22218S2_D2c7,D2,TTX,22,no,34.43083333,12.33196243,88.46303879,-72.95532227,21,150,59.92431641,-29.78515625,133.1787109,-49.56054688,24.4,293.086217,25,,1.147974725,,,,,,15 mM,-62.18126572
OP220217,22218058.abf,S2_D2,1,22218S2_D2c1,D2,TTX,22,no,34.75305556,11.40083441,201.6532817,-72.02148438,27,0,73.01635742,-32.21435547,290.8935547,-100.8300781,23.75,288.7717996,26,,0.72147361,,,,,,15 mM,-51.81500977
OP220217,22218058.abf,S2_D2,3,22218S2_D2c3,D2,TTX,22,no,34.75305556,7.854192223,69.71558251,-73.03466797,30,200,61.29150391,-29.75463867,140.2587891,-41.9921875,15.65,284.031681,27,,1.240366976,,,,,,15 mM,-61.11393967
OP220217,22218058.abf,S2_D2,8,22218S2_D2c8,D2,TTX,22,no,34.75305556,11.92866691,194.6156853,-54.52270508,30,100,76.04370117,-36.74926758,265.0146484,-82.76367188,15.2,122.0469493,28,,0.858798686,,,,,,15 mM,-60.15599762
OP220217,22218066.abf,S3_D2,3,22217S3c3,D2,high K,22,yes,36.31111111,9.166298022,75.25294752,-71.1730957,39,200,79.52270508,-32.44628906,311.5234375,-71.77734375,15.5,263.4356846,30,,0.886507296,,,,,,15 mM,-61.86466202
OP220217,22218070.abf,S3_D2,5,22217S3c5,D2,high K,22,yes,36.46833333,11.75698794,79.89728663,-72.33276367,37,150,78.89404297,-32.14111328,252.4414063,-70.43457031,11.9,143.6769344,31,,0.946092612,,,,,,15 mM,-59.9711499
OP220811,22811012.abf,S2_D2,1,22811S2_D2c1,D2,high K,17,no,23.26527778,6.346277248,43.37394322,-57.84301758,25,450,76.69677734,-28.79638672,317.6269531,-64.08691406,17.4,378.8459801,0,,0.982923356,,,,,,8 mM,-60.71844376
OP220811,22811012.abf,S2_D2,3,22811S2_D2c3,D2,high K,17,no,23.26527778,7.055187576,38.20410092,-62.73803711,22,450,73.91357422,-28.77197266,279.7851563,-52.36816406,20.65,508.7663158,1,,1.158498711,,,,,,8 mM,-62.72726624
OP220811,22811012.abf,S2_D2,4,22811S2_D2c4,D2,high K,17,no,23.26527778,8.987975656,62.07735907,-59.1796875,26,300,68.73779297,-26.61743164,212.1582031,-48.21777344,14.85,240.2986667,2; exclude; Rs_end > 30,,1.18450913,,,,,,8 mM,-60.19162048
OP220811,22811012.abf,S2_D2,5,22811S2_D2c5,D2,high K,17,no,23.26527778,5.024042715,40.28845612,-68.79272461,23,400,72.66845703,-27.11181641,271.484375,-46.75292969,19.15,427.4572207,3,,1.249915167,,,,,,8 mM,-61.54855072
OP220811,22811022.abf,S3_D2,5,22811S3_D2c5,D2,TTX,17,no,25.69194444,7.821654527,56.09617591,-61.16943359,25,300,69.32983398,-27.86254883,254.8828125,-52.61230469,14.7,248.4216606,8,,1.087222637,,,,,,8 mM,-62.505495
OP220811,22811022.abf,S3_D2,8,22811S3_D2c8,D2,TTX,17,no,25.69194444,15.48765425,64.87003085,-63.42163086,33,250,78.43017578,-31.72607422,312.0117188,-75.31738281,17.45,363.5102352,10,,0.877296965,,,,,,8 mM,-61.40568298
OP221024,22o24003.abf,S1,1,22o24S1c1,D1,high K,0,yes,21.08555556,10.90931827,69.32492654,-75.80566406,26,-300,88.72070313,-44.64111328,483.2763672,-65.18554688,15.95,204.4794992,0,,1.121075787,,,,,,8 mM,-57.89408249
OP221024,22o24003.abf,S1,2,22o24S1c2,D1,high K,0,yes,21.08555556,9.362432704,46.972693,-69.75097656,34,250,85.51025391,-37.70751953,418.4570313,-61.5234375,11.25,251.2883436,1,,1.089130051,,,,,,8 mM,-62.87847504
OP221024,22o24003.abf,S1,3,22o24S1c3,D1,high K,0,yes,21.08555556,9.786674655,55.84245944,-73.77929688,33,100,86.73095703,-41.87011719,341.796875,-86.9140625,13.8,222.4291195,2,,0.859553431,,,,,,8 mM,-60.02488037
OP221024,22o24003.abf,S1,5,22o24S1c5,D1,high K,0,no,21.08555556,13.28470215,35.14788795,-59.91821289,27,300,87.25585938,-40.00244141,384.3994141,-79.83398438,17.35,649.0009132,4,,0.910710648,,,,,,8 mM,-59.14623001
OP221024,22o24003.abf,S1,6,22o24S1c6,D1,high K,0,no,21.08555556,8.813492369,38.19798036,-63.28125,28,250,85.21118164,-31.57958984,375.2441406,-65.30761719,10.6,243.7479298,5,,1.011249184,,,,,,8 mM,-58.7995285
OP221024,22o24003.abf,S1,7,22o24S1c7,D1,high K,0,no,21.08555556,7.845301843,44.91678527,-70.78857422,25,150,87.53051758,-37.49389648,396.6064453,-62.86621094,14.9,283.8623256,6,,1.049650277,,,,,,8 mM,-58.34804306
OP221024,22o24011.abf,S2,1,22o24S2c1,D1,TTX,0,no,22.44666667,8.604516549,30.18913213,-48.68774414,2,350,37.06665039,-20.50170898,65.30761719,-27.83203125,8.7,342.2348139,8,,1.084805891,,,,,,8 mM,-57.17624695
OP221024,22o24011.abf,S2,2,22o24S2c2,D1,TTX,0,no,22.44666667,8.03896903,38.1246931,-68.13354492,23,250,86.06567383,-35.80322266,358.3984375,-78.97949219,12.55,311.3084027,9,,0.963505408,,,,,,8 mM,-60.434897
OP221024,22o24011.abf,S2,4,22o24S2c4,D1,TTX,0,yes,22.44666667,11.04390653,41.84442835,-70.76416016,30,200,87.5,-39.78881836,417.1142578,-77.27050781,15.75,376.9875822,10,,0.909445689,,,,,,8 mM,-60.24489349
OP221024,22o24011.abf,S2,5,22o24S2c5,D1,TTX,0,yes,22.44666667,7.519762598,46.53414832,-73.86474609,33,150,88.76953125,-38.65356445,414.6728516,-73.60839844,13.7,253.3417607,11,,0.94454288,,,,,,8 mM,-60.33580963
OP221024,22o24011.abf,S2,6,22o24S2c6,D1,TTX,0,no,22.44666667,6.338786573,36.02503119,-71.08764648,22,300,88.46435547,-37.79296875,431.3964844,-70.55664063,10.9,281.2371654,12,,0.954466435,,,,,,8 mM,-61.42349838
OP221024,22o24011.abf,S2,7,22o24S2c7,D1,TTX,0,no,22.44666667,7.802772031,44.335863,-74.07226563,32,150,86.82861328,-37.07885742,387.3291016,-81.29882813,12.95,257.9608511,13,,0.882211538,,,,,,8 mM,-60.75148544
OP221024,22o24011.abf,S2,8,22o24S2c8,D1,TTX,0,no,22.44666667,8.514457236,42.01692264,-70.56884766,34,200,91.51611328,-38.4765625,433.9599609,-95.703125,11.3,311.9447346,14,,0.825236419,,,,,,8 mM,-61.10428894
OP221024,22o24021.abf,S3,3,22o24S3c3,D1,Ctrl,0,no,23.96416667,8.992057281,99.51333036,-69.09790039,36,100,91.40625,-39.25170898,525.390625,-83.37402344,15.35,171.3760818,16,,0.849344649,,,,,,8 mM,-61.23429367
OP221024,22o24021.abf,S3,4,22o24S3c4,D1,Ctrl,0,no,23.96416667,11.5212428,137.8207965,-71.78955078,41,50,93.32275391,-42.96875,465.8203125,-83.74023438,14.85,124.3241696,17,,0.959995228,,,,,,8 mM,-62.26568939
OP221024,22o24021.abf,S3,5,22o24S3c5,D1,Ctrl,0,no,23.96416667,7.594409272,45.93332181,-72.43041992,26,200,86.43798828,-35.81542969,413.6962891,-93.26171875,13.2,226.1043387,18,,0.746799258,,,,,,8 mM,-60.62566452
OP221024,22o24021.abf,S3,7,22o24S3c7,D1,Ctrl,0,no,23.96416667,9.055122602,69.71379754,-73.99902344,27,150,91.26586914,-36.80419922,446.7773438,-79.58984375,14.6,239.8059148,20,,0.881839028,,,,,,8 mM,-62.23400406
OP221024,22o24040.abf,S1_D2,3,22o24S1c2,D2,high K,24,yes,45.12972222,10.12949209,28.35704489,-64.1784668,2,900,64.9230957,-35.93139648,158.5693359,-33.93554688,5.05,273.9708609,23,,1.773285869,,,,,,8 mM,-64.17258881
OP221024,22o24040.abf,S1_D2,4,22o24S1c3,D2,high K,24,yes,45.12972222,9.182507114,32.80368941,-74.37744141,5,700,70.48950195,-44.15283203,177.8564453,-64.57519531,7.7,308.8293758,24,,1.065969911,,,,,,8 mM,-63.29925247
OP221024,22o24040.abf,S1_D2,5,22o24S1_D2c5,D2,high K,24,no,45.12972222,10.66227707,80.37507058,-51.42211914,14,-300,69.83642578,-32.35473633,248.4130859,-54.19921875,10.8,159.0536629,25,,1.184782058,,,,,,8 mM,-57.97613998
OP221024,22o24040.abf,S1_D2,7,22o24S1_D2c7,D2,high K,24,no,45.12972222,9.51743911,57.90219579,-60.90698242,20,250,76.00097656,-30.7800293,285.15625,-52.61230469,11.45,220.0548974,26,,1.158391505,,,,,,8 mM,-59.78675186
OP221024,22o24049.abf,S2_D2,3,22o24S2c4,D2,TTX,24,yes,47.21277778,19.80432492,52.02472251,-66.24145508,15,250,70.36743164,-34.17358398,197.1435547,-69.09179688,14.7,384.4290503,29,,0.969108338,,,,,,8 mM,-62.68482742
OP221024,22o24052.abf,S2_D2,4,22o24S2c5,D2,TTX,24,yes,47.46416667,9.592057034,38.5317477,-63.37280273,6,600,60.59570313,-22.96142578,158.203125,-41.38183594,3.95,117.7739763,30,,1.239089567,,,,,,8 mM,-63.76218063
OP221024,22o24055.abf,S2_D2,6,22o24S2_D2c6,D2,TTX,24,no,47.575,8.558724495,44.97863187,-69.43969727,18,250,63.26904297,-28.64990234,214.9658203,-77.88085938,11.55,314.6054863,32,,0.753311109,,,,,,8 mM,-60.55082825
OP221024,22o24063.abf,S3_D2,2,22o24S3_D2c2,D2,Ctrl,24,no,50.01027778,7.345219018,37.01188806,-63.03100586,10,600,64.30053711,-27.58789063,225.5859375,-75.56152344,9.8,219.7990418,33,,0.802658632,,,,,,8 mM,-61.95141037
OP240221,24221004.abf,S1,1,24221S1c1,D1,high K,0,no,11.03888889,31.37408678,105.0903937,-54.9621582,39,200,82.93457031,-35.8215332,355.2246094,-89.11132813,13.75,299.1766268,0,,0.833922599,155.4951832,,,,,8 mM,-60.74713333
OP240221,24221004.abf,S1,3,24221S1c3,D1,high K,0,yes,11.03888889,15.19987599,59.41465581,-67.87109375,35,200,80.92041016,-39.39819336,318.359375,-89.84375,20.5,591.3239437,1,,0.825399979,492.3464115,,,,,8 mM,-59.54050186
OP240221,24221004.abf,S1,4,24221S1c4,D1,high K,0,no,11.03888889,16.05173703,137.9807712,-47.58605957,21,100,85.55908203,-44.15893555,339.4775391,-118.0419922,11.55,133.640678,2,,0.743333036,28.92096403,,,,,8 mM,-60.35948746
OP240221,24221004.abf,S1,6,24221S1c6,D1,high K,0,no,11.03888889,28.46934763,92.09385143,-73.12011719,49,100,82.62329102,-41.18041992,347.0458984,-84.35058594,15.5,287.7643059,4,,0.88288824,385.1528384,,,,,8 mM,-61.13145767
OP240221,24221004.abf,S1,7,24221S1c7,D1,high K,0,yes,11.03888889,12.3396884,68.35158183,-55.93261719,34,200,83.48388672,-38.43383789,314.9414063,-72.38769531,13.25,346.7859425,5,,1.03983575,157.7452582,,,,,8 mM,-60.75606796
OP240221,24221014.abf,S2,2,24221S2c2,D1,Ctrl,0,no,13.15805556,25.21255814,103.1874499,-72.39990234,40,100,80.06591797,-40.85693359,328.6132813,-62.86621094,16.75,311.5005675,7,,1.054828584,334.6311544,,,,,8 mM,-62.44723831
OP240221,24221022.abf,S1_D2,2,24221S1c3,D2,high K,20,yes,30.81111111,12.58040096,46.37553368,-54.74853516,18,600,72.37548828,-31.28662109,290.5273438,-51.7578125,10.5,535.9252336,9,,1.148243515,357.1019034,,,,,8 mM,-61.02496414
OP220308,22308003.abf,S1,3,22308S1c3,D1,Ctrl,0,no,12.17,14.71614506,139.817799,-76.13525391,27,50,89.7277832,-41.52832031,294.6777344,-78.36914063,14.95,120.7199606,0,,0.985303103,,,,,,15 mM,-57.45852081
OP220308,22308003.abf,S1,4,22308S1c4,D1,Ctrl,0,no,12.17,19.73230303,79.3243834,-74.47509766,36,50,82.93457031,-39.98413086,251.4648438,-61.88964844,24,263.5495979,1,,1.082590036,,,,,,15 mM,-56.90159531
OP220308,22308003.abf,S1,5,22308S1c5,D1,Ctrl,0,no,12.17,11.98259768,72.97040459,-78.37524414,35,100,88.34838867,-40.40527344,325.9277344,-83.61816406,21.35,268.1474895,2,,0.879131407,,,,,,15 mM,-57.60974518
OP220308,22308003.abf,S1,7,22308S1c7,D1,Ctrl,0,no,12.17,8.522516999,53.58722859,-51.08032227,30,250,83.48388672,-36.30981445,267.4560547,-69.82421875,17,393.9575672,3,,1.054488383,,,,,,15 mM,-60.0561673
OP220308,22308003.abf,S1,8,22308S1c8,D1,Ctrl,0,yes,12.17,26.9429407,124.403892,-71.44775391,40,100,79.3762207,-39.86206055,243.5302734,-77.39257813,20.45,201.7175196,4; exclude; Rs_end > 30,,0.938989072,,,,,,15 mM,-62.01251495
OP220308,22308012.abf,S2,2,22308S2c2,D1,high K,0,no,13.88583333,15.95118518,149.3855005,-76.98364258,38,50,90.8996582,-44.48852539,289.0625,-87.28027344,13.95,106.6278516,5,,0.867528937,,,,,,15 mM,-57.45852081
OP220308,22308012.abf,S2,4,22308S2c4,D1,high K,0,no,13.88583333,5.627607178,8.948838414,-59.35668945,0,,,,,,0.2,29.38834081,7,,,,,,,,15 mM,-60.0561673
OP220308,22308012.abf,S2,8,22308S2c8,D1,high K,0,no,13.88583333,10.23112162,61.3139694,-49.26757813,39,200,87.15209961,-38.76342773,280.6396484,-74.82910156,10.55,184.7687867,9,,1.021300313,,,,,,15 mM,-54.41224365
OP220308,22308022.abf,S3,3,22308S3c3,D1,TTX,0,no,15.60305556,10.91069673,55.31995891,-61.4440918,18,100,89.99023438,-44.2565918,301.7578125,-78.49121094,11.55,256.0692828,11,,1.016467515,,,,,,15 mM,-57.81399338
OP220308,22308022.abf,S3,7,22308S3c7,D1,TTX,0,no,15.60305556,7.827827594,40.35691738,-73.83422852,45,200,89.69116211,-41.53442383,337.7685547,-77.75878906,11.6,315.9674148,12,,0.971664638,,,,,,15 mM,-62.16483994
OP220308,22308022.abf,S3,8,22308S3c8,D1,TTX,0,no,15.60305556,9.160275916,47.96446617,-51.55029297,46,250,86.04125977,-39.06860352,251.953125,-63.4765625,7.8,198.903035,13,,1.152188325,,,,,,15 mM,-0.284614105
OP220308,22308054.abf,S1_D2,7,22308S1c8,D2,Ctrl,20,yes,36.46888889,16.18039871,112.6543651,-47.14355469,20,200,72.20458984,-37.92724609,200.5615234,-53.22265625,11.4,154.5532478,14,,1.208637391,,,,,,15 mM,-57.81399338
OP220322,22308003.abf,S1,3,22322S1c3,D1,Ctrl,0,no,10.66527778,7.194921663,30.39460455,-65.58837891,23,250,85.76660156,-37.91503906,330.5664063,-87.76855469,11.6,289.9380625,0,,0.896503946,,,,,,15 mM,-61.79714706
OP220322,22308003.abf,S1,6,22322S1c6,D1,Ctrl,0,no,10.66527778,7.45147952,31.63924085,-65.67993164,27,150,85.31494141,-37.8112793,258.7890625,-76.04980469,13.45,276.6664156,2,,0.996761814,,,,,,15 mM,-73.95379166
OP220322,22308003.abf,S1,7,22322S1c7,D1,Ctrl,0,no,10.66527778,6.552417488,29.5114112,-70.55053711,35,200,89.44702148,-38.13476563,357.6660156,-60.05859375,13.25,360.013267,3,,1.166368749,,,,,,15 mM,-61.08654404
OP220322,22308012.abf,S2,6,22322S2c6,D1,TTX,0,no,12.45194444,7.956380844,38.77242051,-70.67871094,29,200,87.63427734,-37.3840332,298.7060547,-68.359375,10.75,220.9887077,6,,1.035384242,,,,,,15 mM,-61.51928101
OP220322,22308012.abf,S2,7,22322S2c7,D1,TTX,0,no,12.45194444,8.412073416,40.93494031,-66.56494141,16,250,78.44848633,-34.39941406,261.3525391,-75.56152344,8.55,197.9974558,7,,0.929696138,,,,,,15 mM,-45.82119965
OP220322,22308020.abf,S3,6,22322S3c6,D1,high K,0,no,14.25722222,7.941083205,31.40239003,-55.10864258,22,150,89.6484375,-43.26782227,261.5966797,-80.93261719,10.5,265.4814815,11,,1.10270477,,,,,,15 mM,-59.17220581
OP220322,22308020.abf,S3,7,22322S3c7,D1,high K,0,yes,14.25722222,17.07594954,42.51733175,-68.25561523,45,200,87.86010742,-42.63305664,385.3759766,-93.13964844,11.8,372.8663452,12,,0.836066893,,,,,,15 mM,-61.74787827
OP220322,22308035.abf,S1_D2,1,22322S1_D2c1,D2,Ctrl,22,no,32.92194444,13.94190988,41.33163086,-67.0715332,30,250,82.9284668,-38.3605957,291.2597656,-71.41113281,12.55,308.5059265,13,,0.969443049,,,,,,15 mM,-59.11999313
OP220322,22308035.abf,S1_D2,2,22322S1_D2c2,D2,Ctrl,22,no,32.92194444,8.428064398,22.42904461,-63.87939453,16,350,79.60205078,-40.625,230.9570313,-68.72558594,16.7,532.8389484,14,,0.99863945,,,,,,15 mM,-59.84509964
OP220322,22308035.abf,S1_D2,3,22322S1_D2c3,D2,Ctrl,22,no,32.92194444,4.849723324,20.08404265,-63.33618164,17,700,85.57128906,-40.74707031,297.6074219,-59.93652344,7.85,381.6451039,15,,1.158748512,,,,,,15 mM,-61.61914749
OP220322,22308035.abf,S1_D2,5,22322S1_D2c5,D2,Ctrl,22,no,32.92194444,10.37364917,46.67805794,-68.74389648,41,200,81.38427734,-39.66064453,284.7900391,-75.1953125,10.5,268.8,16,,0.983115732,,,,,,15 mM,-61.79618927
OP220322,22308035.abf,S1_D2,6,22322S1_D2c6,D2,Ctrl,22,no,32.92194444,11.95523615,33.57619545,-65.57617188,31,350,90.13061523,-40.06958008,339.1113281,-78.73535156,9.45,423.6082079,17,,0.927595753,,,,,,15 mM,-61.32522614
